Time,Name,Id,Action
0,Menu,57278,GameStarted
1,Gaze Guidance,-330732,ModulationIntensity
1,Gaze Guidance,-330732,ModulationIntensity
3.199055,Enemy(Clone),-794932,MarkedAsPOI
3.682827,Enemy(Clone),-794932,Appeared
4.014118,Enemy(Clone),-794932,Shot
4.020193,Enemy(Clone),-794932,UnmarkedAsPOI
5.190132,Enemy(Clone),-797290,MarkedAsPOI
5.66347,Enemy(Clone),-797290,Appeared
7.116662,Enemy(Clone),-799540,MarkedAsPOI
7.606078,Enemy(Clone),-799540,Appeared
8.675691,Enemy(Clone),-799540,Shot
8.680165,Enemy(Clone),-799540,UnmarkedAsPOI
9.846685,Enemy(Clone),-802654,MarkedAsPOI
10.34383,Enemy(Clone),-802654,Appeared
11.23068,Enemy(Clone),-802654,Shot
11.23711,Enemy(Clone),-802654,UnmarkedAsPOI
12.22647,Enemy(Clone),-805282,MarkedAsPOI
12.70413,Enemy(Clone),-805282,Appeared
14.36897,Enemy(Clone),-807692,MarkedAsPOI
14.86578,Enemy(Clone),-807692,Appeared
15.69532,Enemy(Clone),-807692,Shot
15.70182,Enemy(Clone),-807692,UnmarkedAsPOI
16.70938,Enemy(Clone),-810480,MarkedAsPOI
17.20333,Enemy(Clone),-810480,Appeared
17.73685,Enemy(Clone),-810480,Shot
17.74332,Enemy(Clone),-810480,UnmarkedAsPOI
18.78001,Enemy(Clone),-812782,MarkedAsPOI
19.26489,Enemy(Clone),-812782,Appeared
19.79551,Enemy(Clone),-812782,Shot
19.8034,Enemy(Clone),-812782,UnmarkedAsPOI
21.08368,Enemy(Clone),-815404,MarkedAsPOI
21.56245,Enemy(Clone),-815404,Appeared
22.24521,Enemy(Clone),-815404,Shot
22.25174,Enemy(Clone),-815404,UnmarkedAsPOI
23.18435,Enemy(Clone),-817870,MarkedAsPOI
23.66006,Enemy(Clone),-817870,Appeared
24.13209,Enemy(Clone),-817870,Shot
24.13849,Enemy(Clone),-817870,UnmarkedAsPOI
25.29931,Enemy(Clone),-820332,MarkedAsPOI
25.78412,Enemy(Clone),-820332,Appeared
26.7616,Enemy(Clone),-820332,Shot
26.76645,Enemy(Clone),-820332,UnmarkedAsPOI
27.88612,Enemy(Clone),-823294,MarkedAsPOI
28.09249,Data Recorder,57124,GameExited
