Time,Name,Id,Action
0,Menu,57278,GameStarted
1,Gaze Guidance,-330732,ModulationIntensity
1,Gaze Guidance,-330732,ModulationIntensity
3.008672,Enemy(Clone),-838084,MarkedAsPOI
3.501482,Enemy(Clone),-838084,Appeared
3.968663,Enemy(Clone),-838084,Shot
3.974808,Enemy(Clone),-838084,UnmarkedAsPOI
4.890364,Enemy(Clone),-838364,MarkedAsPOI
5.386388,Enemy(Clone),-838364,Appeared
6.4695,Enemy(Clone),-838522,MarkedAsPOI
6.966262,Enemy(Clone),-838522,Appeared
7.383561,Enemy(Clone),-838522,Shot
7.390442,Enemy(Clone),-838522,UnmarkedAsPOI
8.637059,Enemy(Clone),-838738,MarkedAsPOI
9.125816,Enemy(Clone),-838738,Appeared
9.420706,Enemy(Clone),-838738,Shot
9.428131,Enemy(Clone),-838738,UnmarkedAsPOI
10.58306,Enemy(Clone),-838954,MarkedAsPOI
11.06035,Enemy(Clone),-838954,Appeared
11.75217,Enemy(Clone),-839056,MarkedAsPOI
12.24591,Enemy(Clone),-839056,Appeared
13.27693,Enemy(Clone),-839214,MarkedAsPOI
13.76535,Enemy(Clone),-839214,Appeared
14.55645,Enemy(Clone),-839372,MarkedAsPOI
15.04471,Enemy(Clone),-839372,Appeared
15.51273,Data Recorder,57124,GameExited
