Time,Name,Id,Action
0,Gaze Guidance,-264534,ModulationIntensity
0,Gaze Guidance,-264534,ModulationIntensity
0,Menu,55168,GameStarted
3.483699,Enemy(Clone),-269610,Appeared
5.280116,Enemy(Clone),-270624,Appeared
7.161855,Enemy(Clone),-271650,Appeared
7.905342,Enemy(Clone),-271650,ShotTriggered
8.16,Enemy(Clone),-271650,Shot
9.721,Enemy(Clone),-273006,Appeared
11.62095,Enemy(Clone),-273864,Appeared
13.60117,Enemy(Clone),-274698,Appeared
15.98506,Enemy(Clone),-275728,Appeared
16.55646,Enemy(Clone),-275728,ShotTriggered
16.84,Enemy(Clone),-275728,Shot
18.18312,Enemy(Clone),-276774,Appeared
18.95768,Enemy(Clone),-276774,ShotTriggered
19.2,Enemy(Clone),-276774,Shot
20.90236,Enemy(Clone),-278270,Appeared
21.84268,Enemy(Clone),-278270,ShotTriggered
22.1,Enemy(Clone),-278270,Shot
23.64409,Enemy(Clone),-279718,Appeared
25.74043,Enemy(Clone),-280760,Appeared
26.42017,Enemy(Clone),-280760,ShotTriggered
26.66,Enemy(Clone),-280760,Shot
28.06016,Enemy(Clone),-282082,Appeared
28.94089,Enemy(Clone),-282082,ShotTriggered
29.2,Enemy(Clone),-282082,Shot
30.66396,Enemy(Clone),-283676,Appeared
32.48186,Enemy(Clone),-284622,Appeared
33.0473,Enemy(Clone),-284622,ShotTriggered
33.28,Enemy(Clone),-284622,Shot
34.7016,Enemy(Clone),-285990,Appeared
36.68582,Enemy(Clone),-286968,Appeared
38.68368,Enemy(Clone),-288188,Appeared
39.46282,Enemy(Clone),-288188,ShotTriggered
39.72,Enemy(Clone),-288188,Shot
41.32208,Enemy(Clone),-289720,Appeared
41.99603,Enemy(Clone),-289720,ShotTriggered
42.24,Enemy(Clone),-289720,Shot
43.60034,Enemy(Clone),-291006,Appeared
44.20506,Enemy(Clone),-291006,ShotTriggered
44.44,Enemy(Clone),-291006,Shot
45.78151,Enemy(Clone),-292114,Appeared
46.46482,Enemy(Clone),-292114,ShotTriggered
46.72,Enemy(Clone),-292114,Shot
48.06449,Enemy(Clone),-293354,Appeared
50.22177,Enemy(Clone),-294606,Appeared
50.9112,Enemy(Clone),-294606,ShotTriggered
51.14,Enemy(Clone),-294606,Shot
52.70367,Enemy(Clone),-296152,Appeared
54.56282,Enemy(Clone),-297290,Appeared
55.25749,Enemy(Clone),-297290,ShotTriggered
55.48,Enemy(Clone),-297290,Shot
56.96093,Enemy(Clone),-298654,Appeared
57.575,Enemy(Clone),-298654,ShotTriggered
57.88,Enemy(Clone),-298654,Shot
59.68038,Enemy(Clone),-300170,Appeared
60.45158,Enemy(Clone),-300170,ShotTriggered
60.68,Enemy(Clone),-300170,Shot
62.0001,Enemy(Clone),-301474,Appeared
64.18169,Enemy(Clone),-302804,Appeared
64.69837,Enemy(Clone),-302804,ShotTriggered
64.93999,Enemy(Clone),-302804,Shot
66.72586,Enemy(Clone),-304256,Appeared
67.5237,Enemy(Clone),-304256,ShotTriggered
67.78,Enemy(Clone),-304256,Shot
69.2238,Enemy(Clone),-305672,Appeared
70.03218,Enemy(Clone),-305672,ShotTriggered
70.3,Enemy(Clone),-305672,Shot
71.76289,Enemy(Clone),-307202,Appeared
72.40303,Enemy(Clone),-307202,ShotTriggered
72.64,Enemy(Clone),-307202,Shot
74.02039,Enemy(Clone),-308548,Appeared
74.73421,Enemy(Clone),-308548,ShotTriggered
74.98,Enemy(Clone),-308548,Shot
76.44384,Enemy(Clone),-309786,Appeared
78.64101,Enemy(Clone),-311072,Appeared
79.53426,Enemy(Clone),-311072,ShotTriggered
79.82,Enemy(Clone),-311072,Shot
81.30345,Enemy(Clone),-312412,Appeared
83.52434,Enemy(Clone),-313728,Appeared
85.38575,Enemy(Clone),-314980,Appeared
86.04419,Enemy(Clone),-314980,ShotTriggered
86.34,Enemy(Clone),-314980,Shot
87.68471,Enemy(Clone),-316220,Appeared
88.46213,Enemy(Clone),-316220,ShotTriggered
88.7,Enemy(Clone),-316220,Shot
90.16156,Enemy(Clone),-317750,Appeared
92.12273,Enemy(Clone),-318630,Appeared
92.81043,Enemy(Clone),-318630,ShotTriggered
93.07999,Enemy(Clone),-318630,Shot
94.50623,Enemy(Clone),-319868,Appeared
95.39445,Enemy(Clone),-319868,ShotTriggered
95.66,Enemy(Clone),-319868,Shot
97.26443,Enemy(Clone),-321512,Appeared
98.00082,Enemy(Clone),-321512,ShotTriggered
98.28,Enemy(Clone),-321512,Shot
99.66315,Enemy(Clone),-322908,Appeared
101.9849,Enemy(Clone),-324130,Appeared
102.5157,Enemy(Clone),-324130,ShotTriggered
102.76,Enemy(Clone),-324130,Shot
104.5634,Enemy(Clone),-325578,Appeared
106.6603,Enemy(Clone),-326686,Appeared
107.4213,Enemy(Clone),-326686,ShotTriggered
107.68,Enemy(Clone),-326686,Shot
109.4603,Enemy(Clone),-328204,Appeared
111.721,Enemy(Clone),-329312,Appeared
112.0085,Data Recorder,55014,GameExited
