Time,Name,Id,Action
0,Menu,57278,GameStarted
1,Gaze Guidance,-330732,ModulationIntensity
1,Gaze Guidance,-330732,ModulationIntensity
3.068626,Enemy(Clone),-941982,MarkedAsPOI
3.563413,Enemy(Clone),-941982,Appeared
4.057869,Enemy(Clone),-941982,Shot
4.064792,Enemy(Clone),-941982,UnmarkedAsPOI
5.036071,Enemy(Clone),-942326,MarkedAsPOI
5.52482,Enemy(Clone),-942326,Appeared
6.343141,Enemy(Clone),-942516,MarkedAsPOI
6.826405,Enemy(Clone),-942516,Appeared
7.182764,Enemy(Clone),-942516,Shot
7.188982,Enemy(Clone),-942516,UnmarkedAsPOI
8.380507,Enemy(Clone),-942780,MarkedAsPOI
8.861573,Enemy(Clone),-942780,Appeared
9.096979,Enemy(Clone),-942780,Shot
9.103384,Enemy(Clone),-942780,UnmarkedAsPOI
10.2976,Enemy(Clone),-943044,MarkedAsPOI
10.78165,Enemy(Clone),-943044,Appeared
11.57055,Enemy(Clone),-943162,MarkedAsPOI
12.06291,Enemy(Clone),-943162,Appeared
13.24653,Enemy(Clone),-943352,MarkedAsPOI
13.72491,Enemy(Clone),-943352,Appeared
14.23456,Enemy(Clone),-943352,Shot
14.24172,Enemy(Clone),-943352,UnmarkedAsPOI
15.20283,Enemy(Clone),-943616,MarkedAsPOI
15.68046,Enemy(Clone),-943616,Appeared
15.95107,Enemy(Clone),-943616,Shot
15.95771,Enemy(Clone),-943616,UnmarkedAsPOI
16.98653,Enemy(Clone),-943880,MarkedAsPOI
17.46022,Enemy(Clone),-943880,Appeared
17.72629,Enemy(Clone),-943880,Shot
17.73279,Enemy(Clone),-943880,UnmarkedAsPOI
18.87831,Enemy(Clone),-944144,MarkedAsPOI
19.36414,Enemy(Clone),-944144,Appeared
19.54291,Enemy(Clone),-944144,Shot
19.54989,Enemy(Clone),-944144,UnmarkedAsPOI
20.46609,Enemy(Clone),-944408,MarkedAsPOI
20.94237,Enemy(Clone),-944408,Appeared
21.16199,Enemy(Clone),-944408,Shot
21.1687,Enemy(Clone),-944408,UnmarkedAsPOI
22.37404,Enemy(Clone),-944672,MarkedAsPOI
22.8601,Enemy(Clone),-944672,Appeared
23.19257,Enemy(Clone),-944672,Shot
23.19923,Enemy(Clone),-944672,UnmarkedAsPOI
24.2737,Enemy(Clone),-944936,MarkedAsPOI
24.7649,Enemy(Clone),-944936,Appeared
25.23461,Enemy(Clone),-944936,Shot
25.24159,Enemy(Clone),-944936,UnmarkedAsPOI
26.47873,Enemy(Clone),-945200,MarkedAsPOI
26.96255,Enemy(Clone),-945200,Appeared
27.25609,Enemy(Clone),-945200,Shot
27.2635,Enemy(Clone),-945200,UnmarkedAsPOI
28.14381,Enemy(Clone),-945464,MarkedAsPOI
28.62467,Enemy(Clone),-945464,Appeared
29.60724,Enemy(Clone),-945678,MarkedAsPOI
30.10206,Enemy(Clone),-945678,Appeared
30.85937,Enemy(Clone),-945868,MarkedAsPOI
31.34168,Enemy(Clone),-945868,Appeared
31.81769,Enemy(Clone),-945868,Shot
31.82505,Enemy(Clone),-945868,UnmarkedAsPOI
32.88054,Enemy(Clone),-946132,MarkedAsPOI
33.36176,Enemy(Clone),-946132,Appeared
33.84981,Enemy(Clone),-946132,Shot
33.85455,Enemy(Clone),-946132,UnmarkedAsPOI
34.82333,Enemy(Clone),-946396,MarkedAsPOI
35.305,Enemy(Clone),-946396,Appeared
36.11871,Enemy(Clone),-946586,MarkedAsPOI
36.60172,Enemy(Clone),-946586,Appeared
36.89915,Enemy(Clone),-946586,Shot
36.90583,Enemy(Clone),-946586,UnmarkedAsPOI
38.1865,Enemy(Clone),-946850,MarkedAsPOI
38.6834,Enemy(Clone),-946850,Appeared
38.92987,Enemy(Clone),-946850,Shot
38.937,Enemy(Clone),-946850,UnmarkedAsPOI
39.90257,Enemy(Clone),-947126,MarkedAsPOI
40.3805,Enemy(Clone),-947126,Appeared
40.48444,Data Recorder,57124,GameExited
