Time,Name,Id,Action
0,Menu,57278,GameStarted
1,Gaze Guidance,-330732,ModulationIntensity
1,Gaze Guidance,-330732,ModulationIntensity
3.151232,Enemy(Clone),-893466,MarkedAsPOI
3.644516,Enemy(Clone),-893466,Appeared
4.061551,Enemy(Clone),-893466,Shot
4.069737,Enemy(Clone),-893466,UnmarkedAsPOI
5.223406,Enemy(Clone),-893822,MarkedAsPOI
5.703884,Enemy(Clone),-893822,Appeared
6.682469,Enemy(Clone),-894014,MarkedAsPOI
7.161756,Enemy(Clone),-894014,Appeared
7.894948,Enemy(Clone),-894132,MarkedAsPOI
8.385974,Enemy(Clone),-894132,Appeared
9.418474,Enemy(Clone),-894322,MarkedAsPOI
9.900491,Enemy(Clone),-894322,Appeared
10.97924,Enemy(Clone),-894974,MarkedAsPOI
11.46739,Enemy(Clone),-894974,Appeared
12.6654,Enemy(Clone),-895528,Appeared
14.14477,Enemy(Clone),-895830,Appeared
14.61018,Data Recorder,57124,GameExited
