Time,Name,Id,Action
0,Menu,57278,GameStarted
1,Gaze Guidance,-330732,ModulationIntensity
1,Gaze Guidance,-330732,ModulationIntensity
3.433677,Enemy(Clone),-426434,MarkedAsPOI
3.920111,Enemy(Clone),-426434,Appeared
5.455072,Enemy(Clone),-428596,MarkedAsPOI
5.948671,Enemy(Clone),-428596,Appeared
7.841836,Enemy(Clone),-431192,MarkedAsPOI
8.324029,Enemy(Clone),-431192,Appeared
9.967257,Enemy(Clone),-433440,MarkedAsPOI
10.44181,Enemy(Clone),-433440,Appeared
12.19441,Enemy(Clone),-435736,MarkedAsPOI
12.68086,Enemy(Clone),-435736,Appeared
14.17308,Enemy(Clone),-437810,MarkedAsPOI
14.66759,Enemy(Clone),-437810,Appeared
16.16925,Enemy(Clone),-439954,MarkedAsPOI
16.66288,Enemy(Clone),-439954,Appeared
18.58396,Enemy(Clone),-442540,MarkedAsPOI
19.06427,Enemy(Clone),-442540,Appeared
20.88696,Enemy(Clone),-445002,MarkedAsPOI
21.36256,Enemy(Clone),-445002,Appeared
22.89147,Enemy(Clone),-447162,MarkedAsPOI
23.26914,Data Recorder,57124,GameExited
