Time,Name,Id,Action
0,Gaze Guidance,-545234,ModulationIntensity
0,Gaze Guidance,-545234,ModulationIntensity
0.8527552,Wall_5_6,312254,GameStarted
4.24,Kitchen,309966,RoomEnter
4.251575,Coin K.5,313352,MarkedAsPOI
4.565782,Coin K.5,313352,UnmarkedAsPOI
4.748411,Coin K.5,313352,MarkedAsPOI
41.88124,Coin K.5,313352,UnmarkedAsPOI
42.17968,Coin K.6,309546,MarkedAsPOI
45.92377,Coin K.4,311938,Attended
45.94008,Coin K.4,311938,Unattended
47.10021,Coin K.6,309546,UnmarkedAsPOI
47.10021,Coin K.4,311938,MarkedAsPOI
48.29255,Coin K.4,311938,Attended
48.30924,Coin K.4,311938,Unattended
49.20403,Coin K.4,311938,Attended
49.41908,Coin K.4,311938,Unattended
53.69384,Coin K.4,311938,Attended
54.83685,Coin K.4,311938,Unattended
55.18475,Coin K.4,311938,UnmarkedAsPOI
55.18475,Coin K.2,311366,MarkedAsPOI
55.44982,Coin K.2,311366,UnmarkedAsPOI
55.81429,Coin K.5,313352,MarkedAsPOI
56.07959,Coin K.5,313352,UnmarkedAsPOI
59.52992,Coin K.5,313352,MarkedAsPOI
61.96495,Coin K.5,313352,UnmarkedAsPOI
63.12523,Coin K.2,311366,MarkedAsPOI
71.3265,Coin K.4,311938,Attended
71.3423,Coin K.4,311938,Unattended
71.95527,Coin K.2,311366,UnmarkedAsPOI
72.75047,Coin K.4,311938,MarkedAsPOI
72.86671,Coin K.4,311938,UnmarkedAsPOI
73.16514,Coin K.5,313352,MarkedAsPOI
73.5291,Coin K.5,313352,UnmarkedAsPOI
75.84293,Coin K.4,311938,MarkedAsPOI
76.17426,Coin K.4,311938,UnmarkedAsPOI
76.17426,Coin K.6,309546,MarkedAsPOI
76.2074,Coin K.6,309546,UnmarkedAsPOI
76.50572,Coin K.2,311366,MarkedAsPOI
76.68817,Coin K.2,311366,UnmarkedAsPOI
81.04486,Coin K.6,309546,MarkedAsPOI
85.50151,Coin K.4,311938,Attended
85.53464,Coin K.4,311938,Unattended
86.01508,Coin K.6,309546,UnmarkedAsPOI
89.95983,Coin K.2,311366,MarkedAsPOI
90.25834,Coin K.2,311366,UnmarkedAsPOI
90.44093,Coin K.4,311938,MarkedAsPOI
91.08637,Coin K.4,311938,Attended
91.1195,Coin K.4,311938,Unattended
92.49454,Coin K.4,311938,Attended
92.99153,Coin K.4,311938,Unattended
95.51021,Coin K.4,311938,UnmarkedAsPOI
95.51021,Coin K.2,311366,MarkedAsPOI
95.69191,Coin K.2,311366,UnmarkedAsPOI
97.86229,Coin K.2,311366,MarkedAsPOI
98.32619,Coin K.2,311366,UnmarkedAsPOI
98.32619,Coin K.6,309546,MarkedAsPOI
139.8783,Coin K.6,309546,UnmarkedAsPOI
140.6404,Data Recorder,313772,GameExited
