Time,Name,Id,Action
0,Menu,57278,GameStarted
1,Gaze Guidance,-330732,ModulationIntensity
1,Gaze Guidance,-330732,ModulationIntensity
3.296129,Enemy(Clone),-857124,MarkedAsPOI
3.783868,Enemy(Clone),-857124,Appeared
4.13096,Enemy(Clone),-857124,Shot
4.136603,Enemy(Clone),-857124,UnmarkedAsPOI
4.977244,Enemy(Clone),-857348,MarkedAsPOI
5.464596,Enemy(Clone),-857348,Appeared
6.486268,Enemy(Clone),-857506,MarkedAsPOI
6.964076,Enemy(Clone),-857506,Appeared
7.309677,Enemy(Clone),-857506,Shot
7.313122,Enemy(Clone),-857506,UnmarkedAsPOI
8.188601,Enemy(Clone),-857666,MarkedAsPOI
8.682141,Enemy(Clone),-857666,Appeared
9.121549,Enemy(Clone),-857666,Shot
9.128764,Enemy(Clone),-857666,UnmarkedAsPOI
10.249,Enemy(Clone),-857882,MarkedAsPOI
10.74465,Enemy(Clone),-857882,Appeared
11.13688,Enemy(Clone),-857882,Shot
11.14332,Enemy(Clone),-857882,UnmarkedAsPOI
12.24801,Enemy(Clone),-858098,MarkedAsPOI
12.74112,Enemy(Clone),-858098,Appeared
13.06187,Enemy(Clone),-858098,Shot
13.06905,Enemy(Clone),-858098,UnmarkedAsPOI
14.14515,Enemy(Clone),-858314,MarkedAsPOI
14.62429,Enemy(Clone),-858314,Appeared
15.00164,Enemy(Clone),-858314,Shot
15.0095,Enemy(Clone),-858314,UnmarkedAsPOI
15.95903,Enemy(Clone),-858530,MarkedAsPOI
16.44378,Enemy(Clone),-858530,Appeared
16.85787,Enemy(Clone),-858530,Shot
16.86415,Enemy(Clone),-858530,UnmarkedAsPOI
17.86169,Enemy(Clone),-858746,MarkedAsPOI
18.3446,Enemy(Clone),-858746,Appeared
18.67574,Enemy(Clone),-858746,Shot
18.68218,Enemy(Clone),-858746,UnmarkedAsPOI
19.86141,Enemy(Clone),-858962,MarkedAsPOI
20.3438,Enemy(Clone),-858962,Appeared
21.13476,Enemy(Clone),-859120,MarkedAsPOI
21.621,Enemy(Clone),-859120,Appeared
22.45562,Enemy(Clone),-859222,MarkedAsPOI
22.94204,Enemy(Clone),-859222,Appeared
23.22374,Enemy(Clone),-859222,Shot
23.22849,Enemy(Clone),-859222,UnmarkedAsPOI
24.12547,Enemy(Clone),-859382,MarkedAsPOI
24.60439,Enemy(Clone),-859382,Appeared
25.08814,Enemy(Clone),-859382,Shot
25.09521,Enemy(Clone),-859382,UnmarkedAsPOI
25.9469,Enemy(Clone),-859542,MarkedAsPOI
26.42142,Enemy(Clone),-859542,Appeared
26.89717,Enemy(Clone),-859542,Shot
26.9046,Enemy(Clone),-859542,UnmarkedAsPOI
28.1354,Enemy(Clone),-859758,MarkedAsPOI
28.62273,Enemy(Clone),-859758,Appeared
29.06892,Enemy(Clone),-859758,Shot
29.07218,Enemy(Clone),-859758,UnmarkedAsPOI
30.13859,Enemy(Clone),-859974,MarkedAsPOI
30.6224,Enemy(Clone),-859974,Appeared
31.02999,Enemy(Clone),-859974,Shot
31.0365,Enemy(Clone),-859974,UnmarkedAsPOI
32.02817,Enemy(Clone),-860202,MarkedAsPOI
32.23356,Data Recorder,57124,GameExited
