Time,Name,Id,Action
0,Gaze Guidance,-545234,ModulationIntensity
0,Gaze Guidance,-545234,ModulationIntensity
0.831525,Wall_5_6,312254,GameStarted
2.34,Kitchen,309966,RoomEnter
2.340735,Coin K.5,313352,MarkedAsPOI
2.771744,Coin K.5,313352,UnmarkedAsPOI
2.771744,Coin K.6,309546,MarkedAsPOI
3.202201,Coin K.6,309546,UnmarkedAsPOI
3.500709,Coin K.5,313352,MarkedAsPOI
29.87827,Coin K.5,313352,UnmarkedAsPOI
30.0605,Coin K.4,311938,Attended
30.17647,Coin K.6,309546,MarkedAsPOI
30.19304,Coin K.4,311938,Unattended
30.29334,Coin K.6,309546,UnmarkedAsPOI
30.59085,Coin K.5,313352,MarkedAsPOI
31.1046,Coin K.5,313352,UnmarkedAsPOI
31.38854,Coin K.2,311366,MarkedAsPOI
31.65293,Coin K.2,311366,UnmarkedAsPOI
34.13792,Coin K.2,311366,MarkedAsPOI
34.35329,Coin K.2,311366,UnmarkedAsPOI
34.53552,Coin K.5,313352,MarkedAsPOI
36.87143,Coin K.5,313352,UnmarkedAsPOI
37.16962,Coin K.6,309546,MarkedAsPOI
37.21932,Coin K.6,309546,UnmarkedAsPOI
37.51753,Coin K.5,313352,MarkedAsPOI
57.10411,Coin K.5,313352,UnmarkedAsPOI
57.40231,Coin K.6,309546,MarkedAsPOI
67.07922,Coin K.6,309546,UnmarkedAsPOI
67.07922,Coin K.2,311366,MarkedAsPOI
75.34787,Coin K.2,311366,UnmarkedAsPOI
75.34787,Coin K.6,309546,MarkedAsPOI
76.06023,Coin K.6,309546,UnmarkedAsPOI
76.06023,Coin K.4,311938,MarkedAsPOI
82.10707,Coin K.6,309546,Attended
83.41585,Coin K.4,311938,Attended
83.41585,Coin K.6,309546,Unattended
84.50923,Coin K.6,309546,Attended
84.7246,Coin K.6,309546,Unattended
85.20503,Coin K.6,309546,Attended
85.20503,Coin K.4,311938,Unattended
86.31531,Coin K.4,311938,Attended
86.31531,Coin K.6,309546,Unattended
87.5579,Coin K.6,309546,Attended
87.5579,Coin K.4,311938,Unattended
88.13734,Coin K.4,311938,Attended
88.13734,Coin K.6,309546,Unattended
88.93302,Coin K.6,309546,Attended
88.93302,Coin K.4,311938,Unattended
89.19817,Coin K.4,311938,UnmarkedAsPOI
89.19817,Coin K.6,309546,MarkedAsPOI
90.15847,Coin K.6,309546,Unattended
91.05484,Coin K.6,309546,UnmarkedAsPOI
91.40274,Coin K.2,311366,Attended
91.53527,Coin K.4,311938,MarkedAsPOI
91.60172,Coin K.2,311366,Unattended
94.60011,Coin K.4,311938,UnmarkedAsPOI
94.63324,Coin K.5,313352,MarkedAsPOI
98.89219,Coin K.5,313352,UnmarkedAsPOI
99.19039,Coin K.6,309546,MarkedAsPOI
112.5108,Coin K.4,311938,Attended
114.3166,Coin K.4,311938,Unattended
115.0127,Coin K.6,309546,UnmarkedAsPOI
116.0401,Data Recorder,313772,GameExited
