Time,Name,Id,Action
0,Menu,57278,GameStarted
1,Gaze Guidance,-330732,ModulationIntensity
1,Gaze Guidance,-330732,ModulationIntensity
3.460838,Enemy(Clone),-453704,MarkedAsPOI
3.94775,Enemy(Clone),-453704,Appeared
5.350047,Enemy(Clone),-455992,MarkedAsPOI
5.843577,Enemy(Clone),-455992,Appeared
7.585698,Enemy(Clone),-458326,MarkedAsPOI
8.073207,Enemy(Clone),-458326,Appeared
9.369602,Enemy(Clone),-460372,MarkedAsPOI
9.862015,Enemy(Clone),-460372,Appeared
11.23681,Enemy(Clone),-462444,MarkedAsPOI
11.72324,Enemy(Clone),-462444,Appeared
13.49747,Enemy(Clone),-464986,MarkedAsPOI
13.98321,Enemy(Clone),-464986,Appeared
15.83098,Enemy(Clone),-467554,MarkedAsPOI
16.32345,Enemy(Clone),-467554,Appeared
18.1858,Enemy(Clone),-470264,MarkedAsPOI
18.34136,Data Recorder,57124,GameExited
